"","(0,0.5]","(0.5,1]","(1,1.5]","(1.5,2]","(2,2.5]","(2.5,3]","(3,3.5]","(3.5,4]","(4,4.5]","(4.5,5]","(5,5.5]","(5.5,6]","(6,6.5]","(6.5,7]","(7,7.5]","(7.5,8]","(8,8.5]","(8.5,9]","(9,9.5]","(9.5,10]","(10,10.5]","(10.5,11]","(11,11.5]","(11.5,12]","(12,12.5]","(12.5,13]","(13,13.5]","(13.5,14]","(14,14.5]","(14.5,15]","(15,15.5]","(15.5,16]","(16,16.5]","(16.5,17]","(17,17.5]","(17.5,18]","(18,18.5]","(18.5,19]","(19,19.5]","(19.5,20]","(20,20.5]","(20.5,21]","(21,21.5]","(21.5,22]","sum","cusum"
"(0,0.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(0.5,1]",0,0,0,0,0,0,0,0.0018570397724861,0.00636699350566662,0.00504053652531941,0.00106116558427777,0.000530582792138885,0.00132645698034721,0.000795874188208328,0.00106116558427777,0.00159174837641666,0.00583641071352774,0.00159174837641666,0.00132645698034721,0.000795874188208328,0,0.000265291396069443,0.00106116558427777,0.000265291396069443,0,0,0,0,0,0.000795874188208328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315696761322637,0.0315696761322637
"(1,1.5]",0,0,0,0,0,0,0,0.00106116558427777,0.0188356891209304,0.0901990746636105,0.221253024321915,0.130523366866166,0.140604439916805,0.050935948045333,0.053323570609958,0.0700369285623329,0.124156373360499,0.099484273526041,0.0732204253151662,0.0721592597308884,0.0477524512924997,0.0310390933401248,0.027590305191222,0.0167133579523749,0.0124686956152638,0.00822403327815272,0.00291820535676387,0.00106116558427777,0.00159174837641666,0.000530582792138885,0.00106116558427777,0.000530582792138885,0,0,0.000265291396069443,0,0,0,0,0.000530582792138885,0,0,0,0,1.29807080096778,1.32964047710005
"(1.5,2]",0,0,0,0,0,0,0,0,0,0.00504053652531941,0.059955855511694,0.18092873211936,0.27139309817904,0.215151322212318,0.213824865231971,0.247251581136721,0.346470563266692,0.309064476420901,0.373795577061845,0.320472006451887,0.27112780678297,0.224701812470818,0.153073135532068,0.106647141219916,0.083301498365805,0.0342225900929581,0.0403242922025553,0.0159174837641666,0.0169786493484443,0.0180398149327221,0.0037140795449722,0.00318349675283331,0.00530582792138885,0.00106116558427777,0.00318349675283331,0.00291820535676387,0.00132645698034721,0.000265291396069443,0.00132645698034721,0,0,0,0,0,3.5299673161,4.85960779320005
"(2,2.5]",0,0,0,0,0,0,0,0,0,0,0.000265291396069443,0.00477524512924997,0.0164480665563054,0.0278555965872915,0.0604864383038329,0.120972876607666,0.275637760516151,0.321533172036165,0.379631987775372,0.388386603845664,0.416772783225094,0.365836835179761,0.296861072201706,0.223110064094401,0.199233838448151,0.0867502865147078,0.0875461607029161,0.039528418014347,0.0328961331126109,0.0159174837641666,0.00477524512924997,0.00928519886243049,0.00795874188208328,0.00291820535676387,0.00238762256462498,0.00106116558427777,0.00106116558427777,0,0.00106116558427777,0.000795874188208328,0,0,0,0,3.39175049874782,8.25135829194788
"(2.5,3]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238762256462498,0.00663228490173607,0.0270597223990832,0.0769345048601384,0.188091599813235,0.243802792987818,0.334001867651428,0.317288509699053,0.310656224797317,0.252822700454179,0.261046733732332,0.149093764591027,0.127339870113332,0.071893968334819,0.0488136168767775,0.0291820535676387,0.0167133579523749,0.0164480665563054,0.00795874188208328,0.00450995373318053,0.0037140795449722,0.00265291396069443,0.000530582792138885,0.000265291396069443,0.000265291396069443,0,0,0.000265291396069443,0,0,2.5003714079545,10.7517296999024
"(3,3.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0,0.000530582792138885,0.0037140795449722,0.0167133579523749,0.0416507491829025,0.13795152595611,0.155460758096693,0.248312746720998,0.210110785686999,0.220722441529776,0.113014134725583,0.132380406638652,0.0891379090793327,0.0522624050256802,0.0443036631435969,0.0201621461012776,0.0257332654187359,0.00981578165456938,0.00397937094104164,0.00477524512924997,0.00106116558427777,0.000530582792138885,0.000530582792138885,0.000530582792138885,0,0,0.000265291396069443,0,0,1.53418014346959,12.285909843372
"(3.5,4]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0,0.000265291396069443,0.00132645698034721,0.0164480665563054,0.0408548749946942,0.106647141219916,0.12362579056836,0.191805679358207,0.110361220764888,0.11911583683518,0.0774650876522773,0.0472218685003608,0.0477524512924997,0.0230803514580415,0.0119381128231249,0.00795874188208328,0.00318349675283331,0.00397937094104164,0,0.00106116558427777,0.000530582792138885,0.000530582792138885,0,0,0,0.000265291396069443,0,0.935948045332994,13.221857888705
"(4,4.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132645698034721,0.00397937094104164,0.0230803514580415,0.0366102126575831,0.0997495649221105,0.0761386306719301,0.0973619423574855,0.0774650876522773,0.0535888620060274,0.0482830340846386,0.0222844772698332,0.0236109342501804,0.0140604439916805,0.00265291396069443,0.00450995373318053,0.00159174837641666,0.00238762256462498,0.00132645698034721,0.000530582792138885,0,0,0.000265291396069443,0.000265291396069443,0,0.591069230442718,13.8129271191477
"(4.5,5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132645698034721,0.00318349675283331,0.0326308417165415,0.0334267159047498,0.0559764845706524,0.050935948045333,0.0538541534020969,0.0448342459357358,0.0257332654187359,0.0156521923680971,0.016182775160236,0.00477524512924997,0.00238762256462498,0.0037140795449722,0.00132645698034721,0.00106116558427777,0.000265291396069443,0,0,0,0,0,0.3472664374549,14.1601935566026
