"","(0,0.5]","(0.5,1]","(1,1.5]","(1.5,2]","(2,2.5]","(2.5,3]","(3,3.5]","(3.5,4]","(4,4.5]","(4.5,5]","(5,5.5]","(5.5,6]","(6,6.5]","(6.5,7]","(7,7.5]","(7.5,8]","(8,8.5]","(8.5,9]","(9,9.5]","(9.5,10]","(10,10.5]","(10.5,11]","(11,11.5]","(11.5,12]","(12,12.5]","(12.5,13]","(13,13.5]","(13.5,14]","(14,14.5]","(14.5,15]","(15,15.5]","(15.5,16]","(16,16.5]","(16.5,17]","(17,17.5]","(17.5,18]","(18,18.5]","(18.5,19]","(19,19.5]","(19.5,20]","(20,20.5]","(20.5,21]","(21,21.5]","(21.5,22]","sum","cusum"
"(0,0.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(0.5,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1,1.5]",0,0,0,0,0,0,0,0,0.000530582792138885,0.00159174837641666,0.00450995373318053,0.000265291396069443,0.000265291396069443,0,0,0,0.000530582792138885,0.000265291396069443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795874188208328,0.00795874188208328
"(1.5,2]",0,0,0,0,0,0,0,0,0.000265291396069443,0.00212233116855554,0.0236109342501804,0.0716286769387495,0.097096650961416,0.0321002589244026,0.0135298611995416,0.0108769472388472,0.0111422386349166,0.00848932467422217,0.00716286769387495,0.00901990746636105,0.00477524512924997,0.00132645698034721,0.000530582792138885,0.000265291396069443,0.000530582792138885,0.000530582792138885,0.000265291396069443,0,0.000530582792138885,0,0,0,0,0.000265291396069443,0,0,0,0,0,0,0,0,0,0,0.296065198013498,0.304023939895581
"(2,2.5]",0,0,0,0,0,0,0,0,0,0.000530582792138885,0.00397937094104164,0.0273250137951526,0.158909546245596,0.197376798675665,0.143522645273568,0.140073857124666,0.12389108196443,0.0748121736915828,0.0665881404134301,0.0519971136296108,0.0559764845706524,0.0334267159047498,0.0291820535676387,0.0175092321405832,0.0108769472388472,0.00344878814890275,0.00397937094104164,0.00132645698034721,0.00159174837641666,0.000530582792138885,0.000530582792138885,0.000530582792138885,0,0.000265291396069443,0.000265291396069443,0,0,0,0.000265291396069443,0,0,0,0,0,1.14871174498069,1.45273568487627
"(2.5,3]",0,0,0,0,0,0,0,0,0,0,0,0.000795874188208328,0.0143257353877499,0.0594252727195552,0.0859544123264994,0.148828473194957,0.206661997538096,0.167398870919818,0.167398870919818,0.149093764591027,0.151481387155652,0.130258075470096,0.119381128231249,0.0822403327815272,0.0649963920370134,0.0339572986968887,0.0289167621715693,0.0129992784074027,0.00689757629780551,0.00530582792138885,0.00344878814890275,0.00344878814890275,0.00265291396069443,0.000795874188208328,0,0,0,0,0.00106116558427777,0.000530582792138885,0,0,0,0,1.64825544377945,3.10099112865572
"(3,3.5]",0,0,0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0.0018570397724861,0.00344878814890275,0.0122034042191944,0.0480177426885691,0.0939131542085827,0.191805679358207,0.182255189099707,0.181459314911499,0.164745956959124,0.177479943970457,0.133706863618999,0.14299206248143,0.0761386306719301,0.0681798887898468,0.027590305191222,0.0212233116855554,0.0100810730506388,0.00344878814890275,0.00583641071352774,0.00424466233711108,0.00212233116855554,0.000530582792138885,0.000265291396069443,0.00106116558427777,0.0018570397724861,0.000265291396069443,0.000265291396069443,0,0,0,0,1.5575257863237,4.65851691497941
"(3.5,4]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0.00291820535676387,0.00689757629780551,0.0405895835986247,0.0740162995033745,0.172174116049068,0.161562460206291,0.174296447217624,0.167133579523749,0.153603718324207,0.0854238295343605,0.0984231079417632,0.0543847361942357,0.0334267159047498,0.0206927288934165,0.0103463644467083,0.00450995373318053,0.00450995373318053,0.0037140795449722,0.00132645698034721,0.00132645698034721,0.000795874188208328,0.000530582792138885,0,0.000265291396069443,0,0,0,0,1.27339870113332,5.93191561611274
"(4,4.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132645698034721,0.00344878814890275,0.0392631266182775,0.0713633855426801,0.140339148520735,0.132115115242582,0.157317797869179,0.0888726176832633,0.105585975635638,0.0697716371662634,0.0305085105479859,0.0286514707754998,0.0143257353877499,0.00795874188208328,0.0037140795449722,0.00212233116855554,0.00212233116855554,0.0018570397724861,0.000530582792138885,0,0,0,0,0,0,0,0.901194872447897,6.83311048856064
"(4.5,5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265291396069443,0,0.00212233116855554,0.00981578165456938,0.0482830340846386,0.0681798887898468,0.146440850630332,0.0870155779107772,0.0915255316439577,0.0570376501549302,0.0384672524300692,0.0427119147671803,0.0220191858737637,0.0167133579523749,0.00689757629780551,0.00265291396069443,0.00212233116855554,0.00238762256462498,0.000265291396069443,0,0,0,0,0,0,0,0.644923383844815,7.47803387240545
