"","(0,0.5]","(0.5,1]","(1,1.5]","(1.5,2]","(2,2.5]","(2.5,3]","(3,3.5]","(3.5,4]","(4,4.5]","(4.5,5]","(5,5.5]","(5.5,6]","(6,6.5]","(6.5,7]","(7,7.5]","(7.5,8]","(8,8.5]","(8.5,9]","(9,9.5]","(9.5,10]","(10,10.5]","(10.5,11]","(11,11.5]","(11.5,12]","(12,12.5]","(12.5,13]","(13,13.5]","(13.5,14]","(14,14.5]","(14.5,15]","(15,15.5]","(15.5,16]","(16,16.5]","(16.5,17]","(17,17.5]","(17.5,18]","(18,18.5]","(18.5,19]","(19,19.5]","(19.5,20]","(20,20.5]","(20.5,21]","(21,21.5]","(21.5,22]","sum","cusum"
"(0,0.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(0.5,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1,1.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1.5,2]",0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0.000530582792138885
"(2,2.5]",0,0,0,0,0,0,0,0,0,0,0,0.0018570397724861,0.00769345048601384,0.00424466233711108,0.0018570397724861,0.000265291396069443,0.000265291396069443,0,0.000265291396069443,0.000530582792138885,0.000530582792138885,0,0.000265291396069443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177745235366527,0.0183051063287915
"(2.5,3]",0,0,0,0,0,0,0,0,0,0,0.000265291396069443,0.000265291396069443,0.00504053652531941,0.0180398149327221,0.0318349675283331,0.023345642854111,0.0148563181798888,0.0037140795449722,0.000795874188208328,0.0037140795449722,0.0037140795449722,0.00265291396069443,0.00265291396069443,0.000265291396069443,0.000530582792138885,0,0,0,0,0,0,0.000265291396069443,0,0,0,0,0,0,0,0,0,0,0,0,0.111952969141305,0.130258075470096
"(3,3.5]",0,0,0,0,0,0,0,0,0,0,0,0,0.000795874188208328,0.00530582792138885,0.0164480665563054,0.0575682329470691,0.0756080478797912,0.0488136168767775,0.0318349675283331,0.0228150600619721,0.0169786493484443,0.0111422386349166,0.0122034042191944,0.00716286769387495,0.00981578165456938,0.0018570397724861,0.000530582792138885,0.000795874188208328,0.00106116558427777,0,0,0.000265291396069443,0,0,0,0,0,0,0,0,0,0,0,0,0.321002589244026,0.451260664714122
"(3.5,4]",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0.00132645698034721,0.00795874188208328,0.0405895835986247,0.0506706566492635,0.0859544123264994,0.0753427564837217,0.067118723205569,0.0615476038881107,0.0466912857082219,0.0307738019440554,0.032365550320472,0.011407530030986,0.0175092321405832,0.0055711193174583,0.00212233116855554,0.0018570397724861,0.000530582792138885,0.000530582792138885,0,0,0.000265291396069443,0.000530582792138885,0.000530582792138885,0.000265291396069443,0,0,0,0,0,0,0.541990322169871,0.993250986883993
"(4,4.5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000795874188208328,0.00424466233711108,0.00795874188208328,0.0366102126575831,0.0535888620060274,0.103198353071013,0.0769345048601384,0.0764039220679995,0.055711193174583,0.0519971136296108,0.0204274374973471,0.0302432191519165,0.0116728214270555,0.0127339870113332,0.00795874188208328,0.00291820535676387,0.00132645698034721,0.00106116558427777,0,0.000265291396069443,0,0,0,0.000265291396069443,0,0,0,0,0,0.556316057557621,1.54956704444161
"(4.5,5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000530582792138885,0.00265291396069443,0.00928519886243049,0.0488136168767775,0.0618128952841801,0.0907296574557494,0.0620781866802496,0.0610170210959718,0.0421813319750414,0.037140795449722,0.0193662719130693,0.0135298611995416,0.0106116558427777,0.00477524512924997,0.00132645698034721,0.00238762256462498,0.000265291396069443,0.000265291396069443,0.000795874188208328,0,0.000265291396069443,0,0,0,0,0,0,0.469831062438983,2.0193981068806
